Dates,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
4/21/2017,31,100,17,0,9,9,15,68,0,3,7,0,0,7,10,23,32,16,16,0,9,10,9,16,45,20,0,0,18,43,26,38,9,19,0,16,19,0,16,0,14,0,18,10,49,0,21,15,48,11,0
4/22/2017,0,100,18,28,7,9,15,66,0,6,11,0,0,9,21,37,22,0,16,0,28,7,0,0,0,11,74,31,18,44,14,0,8,23,0,8,30,12,12,0,27,0,20,6,41,0,10,14,0,18,0
4/23/2017,0,100,21,28,8,10,23,0,18,13,12,0,0,8,10,23,22,38,38,0,32,9,12,10,30,25,0,0,28,48,10,0,17,22,0,11,20,24,8,0,26,0,21,13,46,0,16,11,47,19,0
4/24/2017,30,100,40,0,9,9,37,0,18,18,27,0,0,17,21,0,0,34,33,0,27,13,15,30,30,16,72,0,19,0,9,57,23,51,0,25,20,12,23,0,13,0,24,17,96,0,12,8,0,33,0
4/25/2017,10,69,28,18,13,6,20,46,36,14,12,0,0,14,11,15,14,12,11,0,9,11,12,13,21,21,100,20,0,0,20,26,12,15,60,10,14,17,11,32,19,58,40,12,47,0,8,13,35,15,0
4/26/2017,33,0,25,30,15,26,17,73,19,19,32,48,0,15,23,24,0,38,18,54,16,11,16,38,0,17,80,33,0,52,10,43,18,42,100,9,44,14,11,0,31,96,16,16,98,0,17,18,56,24,0
4/27/2017,14,0,8,0,9,0,14,0,21,14,23,39,0,11,18,25,35,46,15,46,9,18,11,18,0,18,66,54,0,45,7,34,6,21,0,11,0,18,10,0,12,0,17,13,100,0,17,14,69,26,0
4/28/2017,30,0,0,35,8,24,21,0,33,14,19,0,57,24,26,54,0,87,63,0,0,36,8,0,0,13,96,0,72,0,16,0,9,14,0,14,0,0,18,0,18,0,18,17,100,0,8,10,0,28,0
4/29/2017,14,0,13,0,4,18,15,0,0,16,28,0,42,19,19,20,34,16,29,0,14,13,5,10,0,0,71,0,18,0,11,0,3,16,0,21,0,12,4,0,13,0,0,11,19,100,6,7,0,10,0
4/30/2017,15,0,38,28,10,10,23,71,18,17,16,85,0,13,17,21,20,25,0,0,15,16,10,15,30,14,75,0,30,44,14,39,11,26,0,26,20,13,5,100,14,90,16,8,31,0,17,16,74,11,0
5/1/2017,0,100,47,28,15,25,0,0,18,19,25,44,0,15,10,21,22,34,0,0,14,17,18,15,46,21,0,31,20,0,24,39,21,16,0,27,21,26,10,0,14,0,29,14,51,0,28,24,76,66,0
5/2/2017,24,0,19,43,16,10,16,0,0,35,45,46,47,18,22,46,0,37,17,0,15,14,19,32,65,11,80,32,21,48,13,41,30,26,100,29,22,28,21,52,61,96,16,11,96,0,30,26,0,23,0
5/3/2017,22,100,30,26,15,33,15,69,0,18,29,42,43,23,26,44,22,57,26,50,28,17,18,30,59,26,0,0,20,0,19,57,25,29,0,16,20,40,21,0,28,0,15,14,67,0,15,12,50,48,0
5/4/2017,34,99,32,27,14,19,15,68,17,8,33,41,43,13,10,68,44,65,16,74,22,20,15,20,29,23,0,31,26,45,15,77,26,21,0,14,20,0,25,48,55,0,36,12,47,100,22,15,49,30,0
5/5/2017,16,0,31,0,6,15,61,0,17,13,15,0,0,6,10,25,24,16,17,0,19,7,21,11,0,22,0,0,19,0,6,59,13,38,100,16,21,0,9,48,21,0,9,10,31,0,28,8,50,18,0
5/6/2017,0,0,16,23,6,11,22,0,0,6,8,0,0,9,8,0,17,12,12,69,10,12,9,0,23,12,57,0,0,32,12,28,12,7,0,16,16,14,9,0,11,0,9,6,25,0,7,12,0,13,100
5/7/2017,0,0,14,30,8,15,35,0,14,12,18,0,0,13,20,18,18,13,19,37,7,15,9,24,49,20,57,24,15,0,11,29,18,14,0,10,33,10,7,0,23,0,15,7,37,0,11,23,39,18,100
5/8/2017,25,0,22,44,9,11,12,55,14,16,18,34,0,17,8,18,17,21,19,0,22,8,10,20,37,24,0,24,23,0,5,30,23,11,0,7,16,0,17,77,23,0,8,9,48,78,5,31,0,40,100
5/9/2017,35,0,23,0,15,24,23,78,29,24,28,47,0,14,23,25,24,39,30,0,14,37,7,23,68,15,0,33,21,51,13,55,20,42,0,18,23,15,16,54,38,100,22,18,45,0,18,22,86,37,0
5/10/2017,44,0,64,38,18,26,32,98,24,42,42,60,60,32,29,61,30,61,69,69,13,24,13,44,88,21,0,0,41,65,20,0,16,61,0,23,0,18,34,69,20,0,34,20,100,0,13,16,72,24,0
5/11/2017,26,0,27,0,12,16,31,0,0,11,25,0,0,17,10,45,45,34,22,100,18,18,12,11,31,10,0,31,29,0,10,0,13,32,0,11,20,25,23,49,43,95,22,17,61,0,18,12,0,40,0
5/12/2017,76,0,66,0,23,49,0,0,60,27,78,0,0,20,27,0,0,42,0,0,47,17,45,27,0,27,0,78,0,0,14,0,20,86,0,42,52,30,23,0,51,0,23,21,100,0,15,35,0,59,0
5/13/2017,32,0,53,0,16,30,0,0,33,27,48,0,0,20,44,51,0,0,0,0,38,13,12,0,0,33,0,0,36,0,16,0,20,49,0,23,0,0,28,0,28,0,28,4,62,0,12,14,100,37,0
5/14/2017,34,0,14,31,7,16,24,72,18,13,19,0,45,11,0,25,0,57,36,66,26,19,13,0,34,23,82,33,30,0,10,83,21,37,0,6,23,33,17,99,38,100,10,13,44,0,13,15,55,25,0
5/15/2017,35,0,25,0,14,21,17,76,19,21,26,48,46,19,12,51,25,69,18,56,18,20,25,15,35,12,83,0,32,51,13,0,13,50,0,21,23,14,18,55,21,100,28,16,52,0,26,22,0,58,0
5/16/2017,8,0,12,0,6,5,12,0,0,7,10,46,43,7,8,12,12,9,9,27,20,6,8,5,25,0,0,0,10,0,3,0,8,10,100,12,22,13,7,0,7,0,13,8,31,0,15,4,0,20,0
5/17/2017,11,0,18,20,10,7,17,100,11,7,14,48,0,8,8,21,33,17,24,38,23,10,13,16,23,10,0,21,14,0,10,42,11,20,68,10,15,12,6,0,20,0,16,9,38,0,9,11,0,16,86
5/18/2017,23,0,17,54,10,13,15,100,21,12,14,0,0,18,10,42,44,17,16,50,23,13,6,16,30,10,0,0,0,0,9,37,8,28,94,12,19,24,14,50,14,87,28,15,25,0,18,17,0,21,0
5/19/2017,8,0,9,14,4,4,15,100,8,6,9,0,0,9,10,0,11,21,0,0,10,14,3,10,15,0,0,0,0,0,10,0,3,9,0,8,10,0,7,0,0,0,7,5,10,0,6,4,25,10,0
5/20/2017,11,0,7,22,3,11,0,100,24,7,15,31,0,6,15,17,0,19,18,0,7,16,4,15,22,0,0,0,0,0,6,29,6,15,0,13,15,9,6,0,10,0,14,6,21,0,6,7,37,8,0
5/21/2017,0,0,13,29,7,9,15,0,16,16,19,43,43,17,36,22,0,25,15,97,0,10,8,0,0,11,0,30,18,0,11,0,13,26,0,18,21,12,16,0,13,0,13,8,39,100,12,11,49,16,0
5/22/2017,15,0,21,28,12,19,30,0,24,20,30,44,0,16,21,22,46,41,16,48,18,22,11,19,30,21,0,30,28,0,20,39,12,39,0,16,62,0,16,50,20,0,40,18,89,100,32,11,0,32,0
5/23/2017,11,77,18,0,8,14,26,0,12,14,14,32,0,14,15,16,26,34,18,72,21,21,8,15,23,16,0,0,14,33,10,43,10,18,70,8,24,0,19,55,10,0,23,11,50,0,16,5,38,8,100
5/24/2017,32,0,27,0,10,9,15,100,34,8,38,0,0,13,0,23,0,43,17,0,18,13,8,10,0,11,0,64,28,0,14,39,15,37,0,8,22,25,29,0,35,95,24,16,83,0,18,15,0,33,0
5/25/2017,0,0,27,0,12,14,22,100,0,17,38,67,0,26,32,0,0,52,25,0,27,24,17,30,48,49,0,0,55,0,25,0,15,20,0,8,32,37,18,0,43,0,21,14,46,0,28,33,0,17,0
5/26/2017,0,0,21,46,9,0,24,0,0,22,23,100,0,36,17,0,53,40,39,75,30,21,9,17,0,25,0,0,28,0,9,61,11,13,0,17,66,20,12,78,0,0,29,10,50,0,20,47,0,37,0
5/27/2017,31,0,53,0,11,27,32,0,0,13,13,0,0,23,42,0,0,82,0,100,39,14,12,22,0,63,0,63,35,0,15,0,17,33,0,19,41,0,13,0,0,0,0,16,73,0,12,22,0,24,0
5/28/2017,17,0,35,0,8,10,25,0,0,13,13,46,100,9,12,42,0,65,18,0,22,15,13,12,33,18,0,0,20,45,6,0,19,20,0,6,23,28,8,0,15,0,30,8,32,0,11,8,54,13,0
5/29/2017,19,0,23,0,8,23,41,0,0,21,20,0,0,16,13,30,30,21,0,0,19,19,19,20,56,22,0,40,22,100,11,47,21,35,0,23,26,15,13,58,34,0,23,12,77,0,20,9,63,13,0
5/30/2017,17,0,19,23,9,12,22,100,13,12,15,0,33,9,17,55,0,20,24,36,7,13,7,17,35,12,0,25,14,33,12,44,11,23,0,11,24,14,9,38,14,75,22,12,57,0,11,5,40,17,0
5/31/2017,30,0,0,29,13,19,22,66,16,10,11,0,41,10,11,0,45,51,23,0,21,19,14,36,59,26,0,62,18,0,13,0,11,25,96,11,50,23,5,47,21,0,14,15,46,100,26,7,0,25,0
6/1/2017,15,0,27,29,8,14,15,0,17,13,25,0,0,14,11,24,0,18,0,0,9,17,9,21,60,21,0,31,18,45,17,39,12,50,100,14,0,0,7,0,43,0,9,13,62,0,6,10,0,23,0
6/2/2017,11,0,16,41,6,10,11,100,12,8,5,0,0,3,0,17,14,12,0,0,7,10,12,7,20,15,0,0,0,31,12,27,11,11,0,0,14,17,7,36,40,69,19,9,22,0,9,10,75,16,0
6/3/2017,14,100,9,0,8,0,15,0,0,8,11,40,42,12,11,0,18,17,15,0,15,13,6,10,28,21,77,30,26,43,11,37,16,14,0,13,19,12,9,0,27,0,9,10,41,0,15,7,50,22,0
6/4/2017,0,0,26,27,8,9,0,0,0,10,12,0,40,4,16,48,0,16,15,46,18,22,14,0,56,10,75,62,35,41,26,74,19,31,0,16,59,0,14,0,0,0,17,10,30,0,20,10,100,33,0
6/5/2017,15,0,9,60,9,10,14,66,26,13,20,0,43,9,30,37,0,29,33,0,22,26,10,16,76,22,78,43,19,84,20,0,23,23,0,25,21,12,9,0,14,97,19,10,84,100,12,17,78,31,0
6/6/2017,0,0,14,29,8,12,14,0,42,15,23,0,0,8,15,0,0,28,16,0,31,23,11,10,30,26,0,0,18,42,12,0,20,38,0,25,0,12,15,0,33,92,36,12,54,99,18,14,100,45,0
6/7/2017,36,0,21,28,8,9,28,65,16,12,14,0,40,5,10,0,0,25,15,46,13,16,8,10,29,10,0,29,17,42,13,35,26,23,0,13,0,11,14,0,0,0,9,15,67,100,21,13,0,32,0
6/8/2017,23,0,27,0,8,9,0,69,0,15,15,0,0,8,11,0,18,43,16,0,10,24,17,10,31,11,0,30,0,0,11,37,26,22,100,19,0,0,10,0,28,0,28,10,30,0,13,10,51,46,0
6/9/2017,16,0,19,0,8,10,17,0,27,12,9,0,0,12,12,26,0,18,17,51,41,7,12,22,49,11,0,0,19,0,18,0,14,19,0,12,22,38,10,0,30,100,10,8,43,0,10,11,0,12,0
6/10/2017,20,0,17,0,11,25,0,88,23,10,9,53,0,8,14,0,0,23,0,67,13,9,15,14,0,0,100,0,0,0,11,0,14,7,0,15,0,16,10,0,36,0,18,13,27,0,17,18,67,15,0
6/11/2017,15,100,13,0,6,9,30,0,17,13,13,0,0,15,11,35,18,28,16,0,24,14,8,15,30,31,0,0,0,0,11,74,17,18,99,19,20,12,15,0,32,0,27,11,47,0,6,21,0,22,0
6/12/2017,29,100,9,29,10,9,20,0,17,15,19,45,0,19,11,35,0,17,31,0,9,31,15,20,39,20,0,29,19,0,16,37,14,27,0,11,20,36,13,47,23,0,27,13,73,0,15,14,0,18,0
6/13/2017,16,0,15,64,13,31,24,74,0,15,21,49,0,25,35,51,60,56,17,0,0,29,6,33,49,11,0,0,42,0,12,83,10,36,100,15,22,13,13,52,15,99,35,15,89,0,20,20,56,18,0
6/14/2017,48,0,16,48,12,20,16,73,0,18,21,47,45,20,15,37,79,43,17,0,15,12,12,30,66,22,0,32,20,0,12,82,10,21,0,22,0,20,13,0,30,100,23,13,74,0,23,23,54,40,0
6/15/2017,17,0,14,22,7,14,23,0,13,11,14,0,0,8,19,35,14,26,24,0,14,10,7,20,23,8,0,22,14,34,4,28,7,9,0,11,15,9,11,0,10,0,11,11,52,0,19,5,38,17,100
6/16/2017,22,0,27,0,9,14,38,100,38,16,27,64,0,21,16,35,27,64,37,0,14,24,17,16,44,0,0,0,27,65,8,55,10,35,0,13,31,19,17,0,20,0,18,16,31,0,23,11,0,23,0
6/17/2017,32,0,14,0,4,10,0,70,27,8,15,0,0,10,17,0,0,18,34,0,10,7,12,11,0,11,0,0,18,46,6,39,5,22,0,6,0,27,10,0,14,100,9,8,44,0,7,7,0,0,0
6/18/2017,14,100,17,0,4,27,0,62,17,15,21,0,0,5,10,23,0,32,15,0,0,6,6,15,57,10,0,0,0,0,13,35,22,13,0,8,19,12,16,0,13,0,25,11,50,0,12,0,47,21,0
6/19/2017,19,0,47,0,20,18,41,0,23,16,32,59,0,28,29,0,25,34,31,0,36,13,23,14,79,0,100,0,23,59,19,95,25,17,0,22,26,16,29,0,18,0,24,24,40,0,33,9,100,59,0
6/20/2017,38,0,30,79,23,0,0,0,0,16,26,0,56,31,29,31,26,81,41,68,38,14,8,42,40,21,100,0,24,61,38,0,18,32,0,19,27,17,30,0,45,0,37,31,40,0,21,24,0,54,0
6/21/2017,14,0,29,56,11,18,23,0,17,16,21,42,60,22,42,46,20,38,15,50,21,10,9,15,57,20,0,29,23,45,19,52,7,28,94,18,20,0,19,50,22,88,20,14,51,0,20,25,100,15,0
6/22/2017,7,0,12,0,7,8,11,31,9,6,18,0,39,4,10,11,9,15,7,47,13,11,5,9,13,12,0,0,12,21,7,25,2,11,0,11,9,6,14,24,12,0,8,6,9,100,13,9,0,0,0
6/23/2017,20,0,42,39,16,38,42,91,27,13,13,0,0,16,28,67,26,33,0,100,27,19,8,21,39,14,0,0,23,0,12,49,18,33,0,15,0,17,13,0,0,0,30,16,68,0,34,0,66,31,0
6/24/2017,20,0,35,40,8,32,64,0,54,13,19,56,0,11,15,100,26,34,0,0,20,39,8,0,0,0,0,0,22,61,12,0,15,28,0,8,0,17,7,69,17,0,24,15,28,0,12,10,67,46,0
6/25/2017,29,0,30,28,6,9,61,0,19,13,5,87,0,9,0,69,0,67,15,0,33,17,11,10,0,10,73,60,0,0,9,35,19,28,0,8,20,12,12,100,38,0,27,11,30,0,15,7,0,38,0
6/26/2017,20,0,32,0,16,16,35,90,26,20,36,0,0,24,43,32,81,100,0,0,19,18,22,14,0,55,0,40,48,60,8,49,16,34,0,27,0,17,13,69,44,0,33,12,80,0,38,16,68,30,0
6/27/2017,16,0,10,32,18,25,34,74,20,10,27,0,0,23,12,0,0,19,0,52,21,29,18,11,33,45,78,32,38,49,13,0,10,29,0,21,0,13,19,55,15,100,25,21,86,0,30,12,56,12,0
6/28/2017,15,0,9,0,11,16,0,51,19,11,16,0,31,11,8,25,0,26,12,0,14,12,4,19,33,34,0,22,20,68,12,28,11,19,0,14,15,14,17,57,10,68,20,15,59,0,15,7,0,16,100
6/29/2017,26,0,29,46,14,16,25,0,0,14,16,0,0,15,0,0,22,18,0,51,0,17,12,11,32,15,80,32,19,48,8,0,11,21,0,10,22,14,12,0,43,100,26,18,54,0,13,15,0,18,0
6/30/2017,0,100,14,0,10,10,16,0,0,7,15,42,0,12,11,0,32,34,17,0,10,14,12,0,0,11,79,0,35,45,12,0,12,17,0,14,0,13,12,0,55,0,0,15,0,0,16,11,0,12,0
7/1/2017,0,0,18,0,8,32,32,0,42,16,35,80,0,16,22,0,41,68,0,0,20,30,29,46,0,33,0,0,50,86,11,0,20,36,0,15,0,25,17,0,0,0,0,26,42,0,38,29,100,23,0
7/2/2017,25,0,30,47,8,25,0,0,0,16,28,0,0,10,56,41,31,38,40,0,24,19,19,37,50,17,0,0,55,72,14,61,31,33,0,9,34,0,14,0,32,0,29,18,100,0,38,0,0,45,0
7/3/2017,32,0,21,39,8,19,37,0,0,11,14,54,0,11,0,34,25,23,23,0,18,15,13,30,0,14,0,86,23,0,13,51,24,20,0,8,56,33,11,0,36,0,16,19,100,0,28,10,69,32,0
7/4/2017,24,0,15,0,15,37,25,0,32,13,24,0,0,6,35,0,0,26,0,0,15,23,14,0,0,16,0,100,28,0,18,60,35,30,0,18,65,39,12,0,42,0,28,18,0,0,43,12,80,0,0
7/5/2017,21,0,9,27,14,17,52,0,27,18,38,0,38,7,10,0,18,39,31,0,17,7,24,14,29,15,0,28,26,42,11,0,26,23,0,10,29,12,16,0,38,0,17,13,28,100,27,7,0,21,0
7/6/2017,22,98,22,42,11,9,20,0,18,14,22,0,39,11,10,31,30,64,23,45,33,19,16,16,58,25,0,43,35,42,18,36,23,23,93,12,39,0,12,0,17,0,26,18,50,100,14,11,0,32,0
7/7/2017,14,95,9,28,11,18,45,65,19,6,29,81,0,13,21,36,18,66,24,0,14,26,22,20,29,15,0,0,34,0,8,0,8,13,100,16,20,24,19,0,26,0,22,9,19,0,25,14,48,0,0
7/8/2017,10,0,9,0,5,6,17,0,0,6,10,0,0,7,8,17,0,12,17,0,7,5,9,19,21,15,100,0,12,30,6,51,11,19,0,8,0,0,12,0,0,0,8,6,23,0,16,5,35,12,0
7/9/2017,22,0,19,0,8,20,0,0,22,10,24,0,0,13,18,0,20,31,35,0,32,18,12,15,33,0,0,32,19,48,24,40,30,27,0,16,22,0,16,0,29,100,15,13,43,0,16,12,55,24,0
7/10/2017,19,0,15,0,7,27,26,57,0,10,25,35,35,10,36,0,17,14,34,0,16,6,11,12,76,17,0,25,0,0,10,0,16,27,0,31,0,0,16,43,17,77,23,18,17,0,21,6,42,28,100
7/11/2017,20,0,24,0,18,12,51,0,0,18,20,0,0,15,28,30,28,56,0,0,25,18,15,40,80,14,0,0,48,0,15,100,29,40,0,25,0,0,25,66,18,0,30,32,92,0,45,0,68,29,0
7/12/2017,24,0,19,60,17,9,27,0,20,19,23,0,0,12,17,0,0,18,51,49,20,26,10,14,53,11,0,30,19,0,20,58,19,28,100,25,0,39,18,0,28,96,19,16,42,0,31,8,53,23,0
7/13/2017,31,0,16,30,13,22,46,0,19,19,20,0,42,8,26,24,22,17,33,0,10,18,8,0,31,31,0,30,18,0,13,38,12,37,100,18,21,0,22,0,21,95,18,11,41,0,17,11,51,27,0
7/14/2017,0,0,37,0,17,23,43,0,31,13,24,0,0,19,18,0,0,28,26,0,16,17,19,0,49,25,0,100,28,73,12,61,15,29,0,27,33,21,28,82,44,0,33,20,99,0,17,42,81,56,0
7/15/2017,15,0,15,0,9,12,16,0,0,3,9,39,0,12,11,24,21,33,26,46,15,7,13,11,58,15,0,60,16,43,11,54,8,12,0,6,0,25,9,0,19,0,17,8,100,0,16,11,49,11,0
7/16/2017,30,0,18,58,17,18,97,0,0,29,39,0,0,35,22,0,43,34,32,0,58,35,58,62,0,0,0,0,34,0,35,0,29,27,0,28,80,26,24,0,78,0,63,28,80,0,63,15,100,45,0
7/17/2017,0,0,19,39,12,12,21,0,26,34,20,0,0,10,22,0,0,23,22,63,19,23,39,53,61,14,97,0,48,59,8,100,16,36,0,33,27,17,16,0,44,0,61,27,79,0,8,15,0,45,0
7/18/2017,31,100,18,29,11,14,32,0,19,20,18,43,42,17,22,23,0,17,16,0,24,14,35,30,61,26,73,45,18,0,12,76,20,22,0,20,41,32,12,0,14,89,55,17,50,0,35,7,0,28,0
7/19/2017,39,100,32,0,13,19,16,69,24,22,35,45,0,20,40,24,0,18,34,0,29,23,20,15,31,25,0,61,19,0,6,39,23,26,95,15,31,0,15,0,42,90,40,18,41,0,42,12,53,30,0
7/20/2017,8,0,16,0,8,10,21,34,18,8,11,22,0,5,30,12,11,9,11,0,17,7,4,11,16,7,39,21,19,47,11,20,6,11,100,10,21,6,7,0,11,45,14,7,47,0,5,8,26,10,63
7/21/2017,12,0,18,0,7,7,0,0,0,12,14,33,0,6,25,0,17,27,13,0,8,11,9,12,24,21,0,0,29,36,7,0,13,17,79,9,16,0,13,41,11,0,21,13,49,0,15,9,39,18,100
7/22/2017,15,0,12,57,9,18,16,0,0,11,11,40,42,9,10,23,0,48,16,0,9,14,9,10,0,30,0,0,35,43,11,0,9,14,100,9,20,0,18,0,26,90,9,8,41,0,12,7,45,22,0
7/23/2017,31,0,16,90,12,20,40,66,0,13,21,44,43,11,11,0,23,74,25,0,19,18,16,16,0,14,76,31,19,88,9,58,14,31,100,13,21,19,17,0,18,0,27,16,22,0,21,20,50,12,0
7/24/2017,20,0,30,36,13,10,17,0,29,17,29,72,35,11,15,20,18,23,54,38,26,9,11,17,25,11,59,0,23,36,9,62,13,34,0,9,17,10,22,41,15,0,30,15,51,0,37,12,83,25,100
7/25/2017,32,0,28,25,15,12,27,56,15,12,23,0,35,16,19,20,19,24,28,0,30,22,19,14,26,18,61,25,16,0,10,74,15,35,0,21,34,20,8,0,27,75,36,14,59,90,33,12,0,19,100
7/26/2017,20,0,24,0,25,31,64,89,35,24,13,0,0,21,22,64,29,57,0,0,32,28,19,27,0,27,0,41,0,0,16,100,17,15,0,37,0,40,23,65,73,0,24,19,80,0,46,14,67,45,0
7/27/2017,14,0,34,28,12,0,37,0,0,16,25,0,42,13,14,23,0,53,32,0,27,13,31,10,29,42,0,40,35,42,14,36,23,24,94,17,20,23,14,0,19,0,17,17,39,100,10,9,0,11,0
7/28/2017,10,0,6,0,5,0,11,0,0,6,10,0,30,13,11,17,0,0,0,0,13,5,10,14,0,21,0,42,0,0,4,100,9,18,70,8,14,8,10,0,9,0,9,9,28,0,8,10,32,8,0
7/29/2017,13,0,15,26,4,8,14,0,0,5,21,0,0,9,10,0,19,30,29,0,23,9,10,10,0,18,0,28,45,0,7,32,4,19,0,7,18,0,11,0,23,0,18,12,36,100,13,6,86,14,0
7/30/2017,24,0,17,23,7,7,19,0,14,11,14,34,0,11,8,0,0,13,13,36,8,6,9,0,24,8,0,0,14,0,11,0,11,19,0,4,16,19,11,0,21,0,14,9,31,0,15,6,58,31,100
7/31/2017,17,0,12,32,9,10,9,0,20,4,13,25,0,15,12,13,22,14,9,26,13,8,6,8,100,9,39,0,20,24,8,20,10,18,0,6,11,0,9,0,7,49,10,10,27,0,12,6,28,15,70
8/1/2017,27,0,29,39,14,25,29,0,81,15,25,40,0,25,29,32,36,31,15,0,17,9,16,32,27,28,64,28,17,40,8,34,16,45,0,25,0,17,20,45,12,83,33,15,100,0,32,6,0,30,0
8/2/2017,37,0,32,37,12,21,23,0,68,18,33,86,81,9,26,23,0,22,24,0,21,18,15,10,30,20,0,30,46,43,17,73,37,23,0,30,33,20,11,48,45,0,41,11,72,0,29,18,100,25,0
8/3/2017,17,0,30,0,15,21,18,0,20,18,46,50,0,13,12,27,0,77,0,0,16,20,13,23,52,29,0,0,43,100,47,44,35,25,0,19,35,0,17,0,30,0,20,13,69,0,29,19,0,31,0
8/4/2017,12,0,19,24,7,8,17,53,14,11,20,34,34,11,35,40,22,34,13,0,11,15,12,17,0,14,0,24,22,33,13,0,11,23,79,13,33,20,12,38,16,75,0,7,44,0,17,9,0,14,100
8/5/2017,20,0,19,40,9,0,44,87,0,10,20,0,0,12,29,33,26,34,22,58,28,29,21,15,40,0,0,40,24,56,13,100,7,20,0,15,0,25,16,64,18,0,16,10,46,0,17,9,0,16,0
8/6/2017,21,0,25,0,15,13,23,0,26,32,14,0,59,14,15,34,28,23,46,0,33,30,8,0,43,14,0,0,0,61,32,52,8,46,0,12,28,0,20,0,55,0,25,10,100,0,13,28,0,32,0
8/7/2017,29,0,13,27,11,13,22,60,0,26,21,42,39,21,10,22,40,56,46,0,26,16,11,20,29,10,0,29,27,41,27,71,14,40,0,5,19,12,16,0,74,86,30,18,38,100,12,19,0,33,0
8/8/2017,11,0,20,21,13,14,18,48,27,19,24,0,0,15,8,34,16,38,24,0,16,13,13,10,22,19,52,22,23,32,13,27,11,34,0,10,15,13,17,36,38,100,29,12,39,78,16,20,0,17,0
8/9/2017,19,0,18,18,10,9,14,84,11,15,20,27,0,12,13,29,0,37,17,0,15,7,12,9,28,13,67,19,16,0,11,0,8,19,0,12,17,15,16,31,16,55,22,10,38,100,23,8,32,12,79
8/10/2017,6,0,12,11,4,5,10,26,6,6,10,0,0,7,4,18,14,19,6,18,4,9,4,6,17,10,55,11,0,0,5,14,3,8,0,7,8,5,6,0,7,0,8,6,19,40,8,7,19,6,100
8/11/2017,15,0,37,0,10,9,17,64,0,15,11,41,0,11,10,24,18,17,16,0,19,19,16,11,29,17,0,0,18,0,12,37,9,21,100,7,20,12,21,47,31,89,35,10,41,0,18,11,49,29,0
8/12/2017,0,0,20,0,7,9,17,64,18,13,12,0,43,7,21,37,18,33,16,0,20,18,16,0,29,10,0,0,71,0,11,37,10,20,100,11,0,12,10,47,13,90,18,10,21,0,16,0,96,16,0
8/13/2017,16,51,11,0,5,12,17,34,0,7,10,0,44,4,11,12,9,39,9,0,15,21,5,9,0,8,37,0,10,0,7,19,5,16,100,7,10,6,9,0,17,0,5,6,26,55,9,5,25,9,0
8/14/2017,14,0,24,21,13,14,28,49,13,10,17,0,31,11,12,18,14,36,12,0,16,21,10,15,44,19,0,22,21,0,11,28,9,28,69,14,15,0,17,0,35,0,23,14,40,0,13,12,0,20,100
8/15/2017,27,0,26,32,9,13,18,74,14,14,16,33,0,13,7,17,27,25,12,36,14,9,7,27,21,20,0,44,29,33,13,28,13,30,0,10,30,19,18,0,15,65,13,16,40,0,19,16,37,26,100
8/16/2017,9,0,15,25,7,11,16,100,26,10,18,26,0,9,12,21,11,19,10,0,13,8,8,12,0,10,0,17,11,27,5,44,11,11,0,9,12,7,10,29,11,0,16,9,40,65,8,8,48,7,0
8/17/2017,30,100,26,0,13,23,17,68,27,14,38,44,44,16,30,25,18,17,25,0,50,29,15,41,29,15,75,45,19,45,12,0,11,30,0,11,0,0,18,0,28,93,13,21,52,0,23,11,0,29,0
8/18/2017,16,80,14,23,9,18,20,0,15,14,9,0,0,8,8,29,14,34,31,0,12,20,10,9,24,14,61,24,15,0,5,0,5,20,83,5,16,31,12,39,11,75,14,8,34,0,14,13,0,29,100
8/19/2017,24,0,23,0,16,24,27,0,0,25,31,0,0,15,25,38,54,0,39,0,22,35,19,18,47,32,0,47,84,0,14,58,8,37,0,15,32,0,24,0,0,0,32,12,100,0,28,22,76,38,0
8/20/2017,20,0,18,0,11,13,23,61,0,11,13,0,36,6,15,21,0,22,15,0,27,13,7,15,26,18,0,0,17,0,11,67,8,21,0,13,18,11,12,0,12,81,23,15,25,0,12,11,0,18,100
8/21/2017,16,74,19,0,12,13,12,100,13,15,14,0,0,17,14,17,13,24,24,0,18,16,15,8,0,7,55,0,14,0,11,27,14,24,0,24,15,9,14,0,10,0,6,13,60,0,17,16,0,17,0
8/22/2017,15,0,18,18,12,10,37,93,18,14,18,28,28,15,13,16,34,39,15,0,24,18,11,9,0,10,100,0,13,32,6,25,8,15,0,15,13,8,10,34,22,0,10,14,55,0,16,12,33,19,0
8/23/2017,20,0,15,18,12,12,0,0,12,12,20,0,0,12,7,0,29,34,11,0,20,20,6,7,20,17,100,0,0,0,6,25,5,24,0,11,20,30,10,34,28,0,24,11,48,0,13,21,0,8,0
